Employee ID,Age,Age_Group,Gender,Work Arrangement,Department,Job Title,Salary ($),Retirement Plan,Contribution (%),Retirement Savings ($),Health Insurance,Dental Insurance,Life Insurance,PTO Allocated (Days),Marital Status
E00230,39,31 - 40,Female,On-site,Sales,Sales Manager,86976,None,0,0.0,Premium,Standard,Standard,23,Divorced
E00231,66,61 - 70,Male,WFH,Finance,Accountant,117584,401(k),4,37203.65,Premium,None,Standard,17,Divorced
E00232,56,51 - 60,Male,Hybrid,Marketing,Content Specialist,51917,Simple,5,24370.17,None,Standard,None,24,Single
E00233,62,61 - 70,Male,Hybrid,Marketing,Brand Strategist,97362,Roth,0,0.0,Premium,Premium,None,17,Married
E00234,69,61 - 70,Female,Hybrid,Marketing,Content Specialist,109383,Roth,4,25978.15,None,None,None,21,Single
E00235,63,61 - 70,Male,WFH,Sales,Account Executive,89809,Safe Harbor,7,45019.46,None,Premium,None,15,Single
E00236,20,20 - 30,Female,Hybrid,Marketing,Content Specialist,51342,Simple,7,3681.63,Standard,None,Standard,20,Divorced
E00237,30,20 - 30,Male,Hybrid,Engineering,Lead Engineer,143070,401(k),10,92350.5,None,None,None,14,Married
E00238,49,41 - 50,Female,On-site,Sales,Sales Manager,92078,401(k),0,0.0,None,Standard,None,16,Divorced
E00239,63,61 - 70,Male,Hybrid,Finance,Financial Analyst,92929,Safe Harbor,8,69856.16,Standard,Standard,None,22,Divorced
E00240,28,20 - 30,Female,WFH,Engineering,DevOps Engineer,115441,401(k),6,30566.86,Standard,Standard,None,12,Single
E00241,59,51 - 60,Female,Hybrid,Finance,Accountant,86159,401(k),8,9876.25,None,Premium,None,24,Single
E00242,27,20 - 30,Female,On-site,Sales,Sales Manager,91832,Safe Harbor,7,18093.22,None,Standard,None,25,Single
E00243,54,51 - 60,Male,Hybrid,Marketing,Brand Strategist,136740,Safe Harbor,7,79744.32,Premium,None,Standard,22,Divorced
E00244,33,31 - 40,Female,WFH,Finance,Accountant,70611,None,0,0.0,Standard,Premium,Standard,20,Divorced
E00245,64,61 - 70,Male,WFH,Marketing,Content Specialist,132985,401(k),0,0.0,Standard,None,None,13,Single
E00246,59,51 - 60,Male,Hybrid,Finance,Financial Analyst,109207,Simple,9,72968.16,Standard,Premium,None,14,Single
E00247,57,51 - 60,Female,Hybrid,HR,HR Coordinator,121520,None,0,0.0,Premium,Standard,None,18,Divorced
E00248,34,31 - 40,Male,Hybrid,Finance,Finance Manager,59184,401(k),0,0.0,Standard,None,None,12,Single
E00249,52,51 - 60,Male,On-site,IT,Systems Administrator,61246,Safe Harbor,9,31897.2,Standard,None,None,16,Divorced
E00250,59,51 - 60,Male,WFH,IT,Systems Administrator,142263,401(k),5,41865.47,None,None,None,17,Married
E00251,25,20 - 30,Female,WFH,Sales,Sales Associate,142738,Simple,9,97310.89,None,Premium,Standard,21,Single
E00252,34,31 - 40,Female,WFH,Sales,Sales Manager,121324,Safe Harbor,0,0.0,None,Premium,Standard,15,Single
E00253,49,41 - 50,Male,WFH,HR,Recruiter,59446,401(k),5,24067.83,None,Standard,None,17,Divorced
E00254,52,51 - 60,Male,On-site,Marketing,Content Specialist,94028,Roth,7,52702.72,Premium,Premium,None,12,Single
E00255,23,20 - 30,Male,Hybrid,HR,Recruiter,69029,None,0,0.0,Premium,None,Standard,13,Divorced
E00256,29,20 - 30,Male,WFH,IT,Network Engineer,93872,Safe Harbor,8,63016.77,None,None,Standard,15,Married
E00257,64,61 - 70,Female,WFH,Marketing,Marketing Manager,121895,Simple,6,33464.46,Premium,Standard,None,24,Married
E00258,27,20 - 30,Female,WFH,Sales,Account Executive,114772,None,0,0.0,None,Standard,None,24,Married
E00259,66,61 - 70,Male,Hybrid,HR,Recruiter,134291,Simple,6,64032.13,Premium,None,None,22,Married
E00260,50,41 - 50,Male,WFH,HR,Recruiter,89666,None,0,0.0,Standard,None,None,15,Divorced
E00261,55,51 - 60,Male,On-site,HR,HR Coordinator,149097,Simple,5,47645.92,Standard,Standard,Standard,15,Single
E00262,30,20 - 30,Female,Hybrid,Finance,Financial Analyst,64153,Simple,10,40099.0,Premium,Standard,None,19,Married
E00263,42,41 - 50,Female,On-site,Marketing,Content Specialist,50814,Simple,4,19361.25,None,None,None,23,Single
E00264,45,41 - 50,Female,WFH,HR,HR Coordinator,125916,Safe Harbor,10,69921.13,Standard,None,None,20,Married
E00265,52,51 - 60,Female,On-site,HR,Recruiter,106942,None,0,0.0,Standard,Premium,Standard,19,Divorced
E00266,62,61 - 70,Male,Hybrid,Finance,Financial Analyst,135451,Roth,6,49462.9,Standard,Premium,Standard,15,Divorced
E00267,24,20 - 30,Female,Hybrid,IT,IT Support,110279,Roth,7,56855.48,Standard,Premium,None,21,Single
E00268,68,61 - 70,Female,On-site,Engineering,Lead Engineer,115310,Roth,4,7473.44,Premium,None,None,14,Single
E00269,48,41 - 50,Female,WFH,Engineering,Lead Engineer,94327,None,0,0.0,Premium,Premium,None,20,Single
E00270,41,41 - 50,Female,On-site,Marketing,Marketing Manager,97882,Simple,9,18546.36,Premium,None,None,16,Divorced
E00271,40,31 - 40,Female,On-site,Sales,Account Executive,51645,Safe Harbor,6,6575.33,Standard,Standard,Standard,20,Married
E00272,20,20 - 30,Female,On-site,IT,Systems Administrator,103173,Simple,9,28289.05,Premium,Premium,Standard,16,Married
E00273,66,61 - 70,Male,On-site,Finance,Finance Manager,106264,Roth,7,29878.7,Premium,None,Standard,15,Divorced
E00274,45,41 - 50,Male,Hybrid,Sales,Sales Associate,63224,401(k),5,14489.42,Premium,Premium,None,20,Divorced
E00275,45,41 - 50,Female,Hybrid,Sales,Sales Manager,123509,Simple,4,25646.9,Standard,None,None,22,Divorced
E00276,53,51 - 60,Male,On-site,IT,Systems Administrator,86368,Safe Harbor,10,26095.6,Standard,None,None,23,Married
E00277,43,41 - 50,Female,On-site,Finance,Accountant,117526,Roth,6,33638.26,None,Standard,None,19,Single
E00278,52,51 - 60,Male,Hybrid,Sales,Sales Associate,87148,401(k),9,27438.17,Premium,Standard,Standard,21,Married
E00279,47,41 - 50,Male,WFH,IT,Network Engineer,66241,Simple,7,26136.01,Standard,Standard,Standard,12,Divorced
E00280,39,31 - 40,Male,WFH,HR,HR Coordinator,69816,401(k),0,0.0,Standard,Premium,Standard,15,Divorced
E00281,41,41 - 50,Female,WFH,IT,Systems Administrator,146731,None,0,0.0,Premium,None,Standard,24,Divorced
E00282,59,51 - 60,Female,Hybrid,HR,HR Coordinator,70806,None,0,0.0,None,None,Standard,12,Married
E00283,51,51 - 60,Female,WFH,Finance,Accountant,91949,401(k),9,40062.09,None,Standard,None,19,Divorced
E00284,38,31 - 40,Male,On-site,Sales,Sales Associate,143501,Safe Harbor,10,74822.66,Premium,Premium,Standard,12,Single
E00285,64,61 - 70,Female,WFH,Marketing,Content Specialist,92460,Safe Harbor,8,63087.92,None,None,None,14,Married
E00286,37,31 - 40,Male,On-site,Sales,Sales Manager,83536,Safe Harbor,8,49630.63,None,None,None,13,Single
E00287,21,20 - 30,Female,Hybrid,IT,Network Engineer,56645,Simple,6,18114.36,Standard,Premium,None,25,Single
E00288,57,51 - 60,Female,WFH,HR,HR Manager,75522,None,0,0.0,Premium,Standard,None,15,Single
E00289,20,20 - 30,Male,WFH,Finance,Accountant,102487,401(k),7,12049.1,None,Standard,Standard,14,Single
E00290,51,51 - 60,Male,WFH,Finance,Financial Analyst,149785,Simple,5,50896.91,Standard,None,None,23,Single
E00291,52,51 - 60,Female,On-site,Finance,Accountant,131974,401(k),6,67766.8,Standard,Standard,None,18,Single
E00292,48,41 - 50,Female,On-site,Engineering,Software Engineer,126534,None,0,0.0,Standard,None,Standard,14,Married
E00293,43,41 - 50,Male,On-site,Engineering,DevOps Engineer,80678,Roth,5,22386.41,Standard,Premium,None,19,Single
E00294,66,61 - 70,Female,On-site,IT,Systems Administrator,118836,None,0,0.0,Standard,Premium,None,14,Single
E00295,52,51 - 60,Male,WFH,Engineering,Software Engineer,135595,401(k),9,91371.86,None,Standard,Standard,14,Divorced
E00296,51,51 - 60,Male,WFH,HR,Recruiter,137127,401(k),8,70524.71,Standard,None,Standard,25,Divorced
E00297,62,61 - 70,Male,On-site,IT,Systems Administrator,62175,Safe Harbor,6,35438.58,None,Premium,None,17,Divorced
E00298,40,31 - 40,Male,WFH,IT,Network Engineer,136925,Simple,9,48256.74,Standard,None,Standard,13,Married
E00299,26,20 - 30,Male,WFH,Sales,Account Executive,54425,Safe Harbor,9,37340.05,None,Premium,Standard,16,Married
E00300,38,31 - 40,Female,Hybrid,Sales,Sales Manager,70079,Simple,7,43600.33,Standard,Premium,Standard,24,Single
E00301,37,31 - 40,Female,WFH,IT,IT Support,58705,Roth,0,0.0,None,Premium,None,16,Married
E00302,39,31 - 40,Male,On-site,Engineering,DevOps Engineer,135514,Safe Harbor,4,45673.45,Standard,Standard,None,14,Single
E00303,42,41 - 50,Female,On-site,Marketing,Brand Strategist,126918,None,0,0.0,Standard,Standard,Standard,23,Married
E00304,39,31 - 40,Male,Hybrid,Finance,Financial Analyst,64596,Simple,7,21182.92,Standard,Premium,None,25,Single
E00305,28,20 - 30,Female,Hybrid,Marketing,Brand Strategist,112516,None,0,0.0,None,Premium,None,23,Married
E00306,54,51 - 60,Female,WFH,Finance,Accountant,67771,Roth,10,13744.92,None,None,Standard,25,Divorced
E00307,65,61 - 70,Female,Hybrid,IT,Systems Administrator,136143,Roth,10,65715.16,None,None,None,14,Divorced
E00308,36,31 - 40,Female,Hybrid,Finance,Accountant,52573,None,0,0.0,None,None,None,20,Single
E00309,59,51 - 60,Female,Hybrid,Sales,Account Executive,149608,Simple,9,39885.3,None,Standard,None,17,Divorced
E00310,62,61 - 70,Female,WFH,HR,Recruiter,101693,Simple,6,13365.42,Premium,Premium,None,24,Single
E00311,64,61 - 70,Female,On-site,Sales,Sales Manager,124532,Safe Harbor,5,52323.71,Standard,Standard,Standard,16,Married
E00312,61,51 - 60,Male,WFH,IT,Network Engineer,88243,None,0,0.0,Standard,Standard,Standard,20,Single
E00313,57,51 - 60,Male,On-site,Sales,Sales Manager,76657,401(k),0,0.0,None,Premium,None,16,Single
E00314,44,41 - 50,Male,Hybrid,HR,Recruiter,128411,Roth,9,22642.55,None,Premium,None,17,Divorced
E00315,40,31 - 40,Female,On-site,HR,HR Coordinator,101226,None,0,0.0,Premium,None,None,20,Divorced
E00316,50,41 - 50,Male,On-site,Finance,Financial Analyst,132565,401(k),5,42266.48,Premium,Premium,Standard,23,Divorced
E00317,64,61 - 70,Male,Hybrid,HR,Recruiter,97924,Roth,9,54285.98,Standard,Premium,None,12,Divorced
E00318,45,41 - 50,Female,WFH,Engineering,Lead Engineer,139563,Safe Harbor,8,63308.67,None,Standard,None,13,Married
E00319,62,61 - 70,Female,WFH,Sales,Account Executive,111120,401(k),5,10073.21,None,Premium,Standard,14,Single
E00320,45,41 - 50,Female,WFH,Sales,Sales Manager,103276,None,0,0.0,None,Premium,None,16,Single
E00321,30,20 - 30,Male,On-site,Sales,Sales Associate,139599,None,0,0.0,Premium,Premium,Standard,15,Divorced
E00322,68,61 - 70,Male,Hybrid,Finance,Financial Analyst,74762,Simple,9,43692.99,Premium,None,None,17,Single
E00323,53,51 - 60,Female,WFH,Engineering,DevOps Engineer,103302,Safe Harbor,9,89130.04,Standard,Standard,None,17,Married
E00324,24,20 - 30,Male,On-site,Finance,Accountant,139399,401(k),0,0.0,Standard,Premium,None,21,Single
E00325,55,51 - 60,Female,WFH,Engineering,DevOps Engineer,124478,401(k),6,18358.95,Standard,None,Standard,15,Married
E00326,62,61 - 70,Male,On-site,Engineering,Lead Engineer,62112,None,0,0.0,Premium,Standard,None,25,Single
E00327,64,61 - 70,Female,Hybrid,Marketing,Content Specialist,88890,Safe Harbor,4,23502.49,Standard,None,None,13,Divorced
E00328,28,20 - 30,Male,On-site,Engineering,DevOps Engineer,65048,Safe Harbor,10,49135.3,None,Premium,Standard,20,Married
E00329,62,61 - 70,Female,On-site,IT,IT Support,133559,Roth,4,27444.42,None,None,Standard,14,Single
E00330,22,20 - 30,Female,On-site,Finance,Financial Analyst,78145,None,0,0.0,Standard,None,Standard,16,Single
E00331,63,61 - 70,Female,On-site,Finance,Finance Manager,125186,Safe Harbor,8,10488.43,Standard,None,None,23,Single
E00332,38,31 - 40,Female,On-site,IT,Network Engineer,141748,Safe Harbor,6,70308.76,Standard,None,None,12,Married
E00333,36,31 - 40,Female,Hybrid,Finance,Accountant,99481,401(k),0,0.0,None,Premium,Standard,18,Divorced
E00334,68,61 - 70,Female,On-site,Sales,Account Executive,107134,Safe Harbor,6,37778.29,Standard,Standard,Standard,19,Single
E00335,38,31 - 40,Male,On-site,HR,Recruiter,121431,Safe Harbor,9,90261.43,None,Standard,None,18,Divorced
E00336,56,51 - 60,Female,On-site,Finance,Accountant,117957,Simple,10,101947.41,Standard,None,None,20,Divorced
E00337,37,31 - 40,Female,WFH,Marketing,Marketing Manager,112552,Roth,6,20197.81,None,Premium,Standard,21,Single
E00338,60,51 - 60,Male,On-site,IT,Systems Administrator,77935,Safe Harbor,4,19622.08,Premium,Premium,Standard,12,Married
E00339,42,41 - 50,Female,WFH,Finance,Finance Manager,137833,Safe Harbor,7,50739.41,None,Premium,Standard,18,Married
E00340,33,31 - 40,Male,WFH,IT,Network Engineer,87198,None,0,0.0,None,Premium,None,16,Married
E00341,26,20 - 30,Male,Hybrid,Engineering,DevOps Engineer,119768,None,0,0.0,Premium,Premium,Standard,14,Single
E00342,67,61 - 70,Female,On-site,Engineering,DevOps Engineer,123543,Roth,4,23699.82,Premium,Premium,Standard,24,Married
E00343,37,31 - 40,Female,On-site,Marketing,Brand Strategist,86062,Simple,8,10285.74,Premium,Standard,None,14,Divorced
E00344,37,31 - 40,Female,On-site,Finance,Financial Analyst,67850,401(k),4,18457.7,None,Premium,None,25,Married
E00345,50,41 - 50,Male,WFH,HR,Recruiter,102375,None,0,0.0,None,Premium,None,14,Single
E00346,63,61 - 70,Male,Hybrid,IT,Network Engineer,146443,Safe Harbor,7,17350.64,Standard,Premium,None,16,Single
E00347,62,61 - 70,Female,On-site,Sales,Sales Associate,52983,Roth,4,15943.43,Premium,Standard,None,23,Single
E00348,58,51 - 60,Male,On-site,Engineering,Software Engineer,106846,Roth,10,62562.84,Standard,None,Standard,24,Divorced
E00349,41,41 - 50,Female,On-site,Finance,Finance Manager,57564,None,0,0.0,None,Standard,None,13,Divorced
E00350,52,51 - 60,Male,WFH,Marketing,Content Specialist,144223,None,0,0.0,Premium,Standard,None,24,Married
E00351,61,51 - 60,Female,On-site,HR,HR Coordinator,124859,Safe Harbor,8,47521.88,Standard,None,Standard,14,Married
E00352,61,51 - 60,Female,WFH,Finance,Finance Manager,116081,Safe Harbor,8,9306.33,None,Standard,None,24,Married
E00353,32,31 - 40,Female,WFH,Marketing,Marketing Manager,145505,None,0,0.0,Standard,Standard,None,14,Divorced
E00354,58,51 - 60,Male,Hybrid,Sales,Account Executive,66371,Safe Harbor,7,36724.97,None,Standard,Standard,24,Married
E00355,63,61 - 70,Male,Hybrid,Engineering,DevOps Engineer,62984,Simple,10,55823.31,Premium,Standard,Standard,20,Single
E00356,29,20 - 30,Male,On-site,Sales,Account Executive,100072,401(k),9,43160.97,Premium,Premium,None,16,Single
E00357,20,20 - 30,Female,Hybrid,HR,HR Coordinator,82733,Safe Harbor,0,0.0,None,Premium,Standard,14,Divorced
E00358,64,61 - 70,Male,Hybrid,IT,IT Support,83933,401(k),10,30091.25,None,Standard,Standard,15,Married
E00359,37,31 - 40,Female,Hybrid,Marketing,Marketing Manager,90600,Roth,10,10517.44,Standard,Standard,Standard,25,Divorced
E00360,34,31 - 40,Female,On-site,Finance,Finance Manager,85400,Roth,9,34271.41,Standard,None,None,19,Divorced
E00361,23,20 - 30,Female,On-site,HR,HR Manager,147419,Roth,5,70390.0,Standard,Standard,Standard,24,Married
E00362,56,51 - 60,Male,WFH,Sales,Account Executive,147659,Safe Harbor,8,116248.68,Standard,Standard,Standard,25,Married
E00363,43,41 - 50,Female,On-site,Finance,Accountant,79757,Simple,7,55286.48,Premium,Standard,Standard,18,Divorced
E00364,23,20 - 30,Female,On-site,Sales,Sales Associate,104842,Safe Harbor,10,99438.3,Premium,Premium,None,17,Single
E00365,64,61 - 70,Male,Hybrid,Marketing,Content Specialist,84157,Safe Harbor,4,4788.56,None,Standard,Standard,20,Divorced
E00366,45,41 - 50,Male,WFH,Finance,Finance Manager,132856,Roth,0,0.0,Premium,Standard,None,21,Divorced
E00367,22,20 - 30,Female,On-site,HR,Recruiter,64199,Roth,8,42150.12,Standard,None,Standard,17,Divorced
E00368,66,61 - 70,Male,Hybrid,Sales,Sales Associate,116262,Safe Harbor,0,0.0,None,Premium,Standard,20,Married
E00369,54,51 - 60,Male,On-site,IT,Systems Administrator,112483,401(k),4,25759.88,Premium,Premium,Standard,22,Single
E00370,61,51 - 60,Female,On-site,Finance,Finance Manager,134386,Simple,4,29138.52,Standard,Standard,Standard,12,Married
E00371,43,41 - 50,Male,WFH,Sales,Account Executive,74578,Safe Harbor,10,38560.01,Premium,None,None,24,Single
E00372,66,61 - 70,Female,Hybrid,Sales,Sales Manager,110504,Simple,0,0.0,Premium,Standard,None,15,Divorced
E00373,33,31 - 40,Female,On-site,Marketing,Content Specialist,133300,Safe Harbor,4,27283.25,None,Standard,Standard,19,Single
E00374,22,20 - 30,Female,WFH,Engineering,Lead Engineer,93642,401(k),6,29722.48,Standard,None,None,14,Single
E00375,44,41 - 50,Female,WFH,Sales,Sales Associate,138801,Roth,6,10983.06,Standard,Standard,None,19,Single
E00376,44,41 - 50,Female,Hybrid,Marketing,Brand Strategist,114772,Roth,5,10231.24,None,Premium,Standard,19,Single
E00377,34,31 - 40,Female,WFH,IT,Systems Administrator,119669,401(k),10,86896.79,Standard,Standard,None,21,Divorced
E00378,37,31 - 40,Male,On-site,Engineering,Software Engineer,144661,Roth,7,30192.98,Premium,Standard,None,24,Divorced
E00379,47,41 - 50,Male,Hybrid,Engineering,DevOps Engineer,135956,None,0,0.0,Premium,Standard,Standard,24,Divorced
E00380,36,31 - 40,Female,WFH,Marketing,Marketing Manager,59516,Roth,10,33595.06,Standard,Premium,Standard,14,Married
E00381,22,20 - 30,Male,Hybrid,IT,Network Engineer,51591,Safe Harbor,10,36640.68,Premium,None,None,22,Married
E00382,32,31 - 40,Female,Hybrid,Engineering,Software Engineer,149616,None,0,0.0,None,Premium,None,17,Single
E00383,43,41 - 50,Male,On-site,Engineering,Lead Engineer,57314,401(k),10,39696.06,None,None,None,12,Married
E00384,67,61 - 70,Female,On-site,IT,Systems Administrator,133624,Roth,7,79816.07,None,None,None,20,Married
E00385,61,51 - 60,Male,Hybrid,IT,Network Engineer,136206,None,0,0.0,Premium,Standard,None,22,Divorced
E00386,57,51 - 60,Female,Hybrid,IT,IT Support,103947,Simple,9,83586.49,Standard,None,None,24,Married
E00387,50,41 - 50,Male,On-site,Finance,Financial Analyst,97638,Roth,4,8435.25,Premium,Standard,None,22,Single
E00388,49,41 - 50,Male,On-site,Finance,Accountant,92534,None,0,0.0,Standard,None,Standard,13,Single
E00389,55,51 - 60,Male,WFH,Finance,Financial Analyst,98845,Safe Harbor,7,38520.36,None,Premium,None,18,Divorced
E00390,21,20 - 30,Female,On-site,Engineering,Lead Engineer,137263,Simple,7,62957.59,None,Standard,Standard,12,Single
E00391,60,51 - 60,Female,Hybrid,IT,IT Support,84832,401(k),10,28318.89,None,Premium,None,23,Single
E00392,43,41 - 50,Female,Hybrid,Sales,Sales Manager,113852,None,0,0.0,Standard,None,Standard,14,Married
E00393,67,61 - 70,Female,On-site,Sales,Sales Associate,120981,Simple,5,47480.51,None,Premium,None,21,Single
E00394,60,51 - 60,Female,Hybrid,Finance,Accountant,92207,Safe Harbor,4,15036.56,Premium,None,Standard,23,Divorced
E00395,34,31 - 40,Female,Hybrid,Marketing,Marketing Manager,141357,Simple,7,19023.98,Standard,Standard,Standard,15,Single
E00396,39,31 - 40,Female,Hybrid,IT,IT Support,133807,401(k),6,12930.04,None,Standard,None,22,Divorced
E00397,36,31 - 40,Male,WFH,Finance,Financial Analyst,130395,Simple,8,76955.46,Premium,Standard,None,17,Single
E00398,20,20 - 30,Male,WFH,HR,HR Coordinator,70953,Safe Harbor,10,10016.28,Premium,None,Standard,13,Married
E00399,33,31 - 40,Male,WFH,Sales,Sales Manager,87567,Roth,9,76602.83,None,Premium,Standard,15,Married
E00400,54,51 - 60,Female,On-site,Sales,Sales Associate,71427,Safe Harbor,7,22262.06,None,Standard,None,24,Married
E00401,30,20 - 30,Female,On-site,IT,IT Support,94064,Safe Harbor,8,32707.95,Standard,None,None,14,Single
E00402,30,20 - 30,Male,WFH,IT,Systems Administrator,79241,Roth,9,35752.05,None,Premium,None,25,Divorced
E00403,53,51 - 60,Female,WFH,Finance,Finance Manager,64288,401(k),5,16272.85,Standard,Premium,None,18,Single
E00404,34,31 - 40,Female,On-site,Finance,Financial Analyst,91846,Simple,7,46567.74,Standard,None,None,15,Married
E00405,51,51 - 60,Female,On-site,Engineering,Lead Engineer,110545,Simple,9,70881.94,Standard,Standard,Standard,17,Married
E00406,30,20 - 30,Male,Hybrid,Sales,Sales Manager,72042,Safe Harbor,5,34428.05,None,Premium,Standard,23,Single
E00407,47,41 - 50,Male,On-site,Sales,Account Executive,83756,Safe Harbor,7,53855.15,Standard,Premium,Standard,16,Single
E00408,39,31 - 40,Female,WFH,Engineering,Lead Engineer,98901,None,0,0.0,None,Standard,Standard,14,Married
E00409,24,20 - 30,Female,On-site,IT,Systems Administrator,55626,None,0,0.0,Premium,Premium,None,12,Married
E00410,57,51 - 60,Male,WFH,IT,Systems Administrator,69982,Roth,4,8168.14,None,Premium,Standard,12,Single
E00411,44,41 - 50,Female,WFH,HR,Recruiter,132711,Safe Harbor,6,48291.56,Premium,None,Standard,23,Divorced
E00412,35,31 - 40,Male,WFH,Engineering,DevOps Engineer,135530,Simple,10,32977.32,None,Premium,Standard,20,Single
E00413,36,31 - 40,Male,On-site,Sales,Account Executive,86444,401(k),7,14419.25,None,Premium,None,22,Divorced
E00414,65,61 - 70,Male,Hybrid,IT,Network Engineer,135553,None,0,0.0,Premium,Standard,None,15,Divorced
E00415,26,20 - 30,Female,WFH,Engineering,Software Engineer,111788,Safe Harbor,10,40774.8,Premium,Premium,None,19,Single
E00416,22,20 - 30,Female,Hybrid,IT,IT Support,65251,None,0,0.0,Premium,None,None,25,Married
E00417,34,31 - 40,Male,WFH,Marketing,Brand Strategist,118760,None,0,0.0,None,None,None,25,Married
E00418,33,31 - 40,Female,WFH,Sales,Sales Associate,61536,Roth,8,35297.48,Premium,Premium,Standard,15,Married
E00419,28,20 - 30,Female,WFH,IT,IT Support,115455,Safe Harbor,0,0.0,None,Standard,Standard,23,Married
E00420,41,41 - 50,Male,On-site,HR,HR Coordinator,55109,Safe Harbor,7,13196.72,Standard,None,Standard,19,Married
E00421,27,20 - 30,Female,Hybrid,IT,Network Engineer,79759,401(k),7,13099.28,Standard,Standard,Standard,16,Married
E00422,37,31 - 40,Female,On-site,Finance,Finance Manager,76589,Roth,10,34923.86,Standard,Standard,Standard,17,Married
E00423,51,51 - 60,Female,On-site,HR,HR Coordinator,56154,401(k),7,30713.28,None,None,None,23,Married
E00424,57,51 - 60,Female,WFH,IT,Systems Administrator,102648,Roth,10,77176.59,Premium,None,Standard,14,Married
E00425,43,41 - 50,Male,Hybrid,Sales,Sales Manager,125304,Roth,0,0.0,Standard,Premium,None,23,Married
E00426,65,61 - 70,Male,WFH,Marketing,Marketing Manager,88559,None,0,0.0,Premium,Standard,Standard,17,Married
E00427,41,41 - 50,Male,On-site,Engineering,Lead Engineer,146347,Roth,6,36125.6,Standard,Standard,None,19,Married
E00428,51,51 - 60,Male,WFH,Marketing,Brand Strategist,111681,Simple,6,11068.12,Standard,Standard,Standard,12,Married
E00429,52,51 - 60,Male,WFH,Sales,Sales Manager,95004,None,0,0.0,None,None,None,25,Divorced
E00430,52,51 - 60,Male,Hybrid,HR,HR Manager,138652,Simple,6,35108.45,Standard,Premium,None,18,Married
E00431,21,20 - 30,Male,WFH,Finance,Financial Analyst,131061,Safe Harbor,9,33118.57,None,None,Standard,21,Single
E00432,69,61 - 70,Female,Hybrid,Finance,Accountant,118577,401(k),4,11892.53,None,Premium,Standard,12,Divorced
E00433,59,51 - 60,Male,Hybrid,IT,IT Support,121626,401(k),7,62647.08,None,Premium,Standard,17,Married
E00434,28,20 - 30,Male,On-site,Finance,Accountant,76015,None,0,0.0,Standard,Premium,None,20,Married
E00435,69,61 - 70,Female,Hybrid,Sales,Account Executive,140827,None,0,0.0,Standard,None,None,19,Married
E00436,27,20 - 30,Male,On-site,IT,Network Engineer,76289,None,0,0.0,Standard,None,None,23,Divorced
E00437,39,31 - 40,Male,WFH,Engineering,DevOps Engineer,63629,Roth,9,47722.28,Premium,Standard,None,18,Divorced
E00438,30,20 - 30,Female,Hybrid,Marketing,Marketing Manager,96163,None,0,0.0,Premium,Standard,None,15,Single
E00439,25,20 - 30,Female,Hybrid,Marketing,Brand Strategist,77961,None,0,0.0,Standard,Premium,Standard,17,Divorced
E00440,45,41 - 50,Male,On-site,Marketing,Marketing Manager,83662,Roth,5,5717.41,Standard,None,Standard,23,Single
E00441,61,51 - 60,Female,Hybrid,Sales,Account Executive,86877,401(k),5,32680.69,Premium,None,Standard,23,Single
E00442,42,41 - 50,Female,WFH,Finance,Accountant,51560,Safe Harbor,7,23610.22,Standard,None,Standard,14,Married
E00443,65,61 - 70,Female,Hybrid,Marketing,Marketing Manager,102579,Safe Harbor,7,18949.86,Standard,Premium,Standard,18,Married
E00444,51,51 - 60,Male,Hybrid,Engineering,Lead Engineer,139899,Safe Harbor,4,6646.6,None,Standard,None,14,Married
E00445,41,41 - 50,Female,On-site,Sales,Sales Manager,87412,None,0,0.0,None,Premium,Standard,19,Single
E00446,60,51 - 60,Female,Hybrid,Marketing,Content Specialist,141194,Simple,5,12239.67,Premium,Standard,None,14,Divorced
E00447,54,51 - 60,Female,Hybrid,IT,Network Engineer,95500,Simple,7,31858.02,None,Standard,None,12,Married
E00448,26,20 - 30,Male,Hybrid,IT,Network Engineer,80027,401(k),0,0.0,Standard,None,None,25,Divorced
E00449,40,31 - 40,Male,Hybrid,Marketing,Content Specialist,109321,401(k),7,65935.27,Premium,Premium,Standard,16,Married
E00450,23,20 - 30,Female,On-site,Engineering,Software Engineer,75963,Safe Harbor,8,60094.91,Premium,None,Standard,19,Married
E00451,69,61 - 70,Male,On-site,Marketing,Brand Strategist,130818,Safe Harbor,10,82317.56,Standard,Premium,None,21,Single
E00452,53,51 - 60,Male,On-site,Marketing,Marketing Manager,72015,401(k),6,38286.67,None,Standard,None,13,Married
E00453,55,51 - 60,Female,Hybrid,Marketing,Marketing Manager,95350,Roth,4,37869.97,Premium,Standard,Standard,21,Divorced
E00454,31,31 - 40,Female,WFH,Marketing,Content Specialist,98364,Simple,4,26298.76,Premium,Premium,None,12,Divorced
E00455,54,51 - 60,Female,Hybrid,HR,HR Coordinator,69975,Safe Harbor,6,38547.66,Standard,None,None,18,Single
E00456,61,51 - 60,Female,On-site,HR,Recruiter,116061,Safe Harbor,8,52121.02,Standard,Premium,None,16,Single
E00457,24,20 - 30,Female,WFH,HR,HR Coordinator,94965,Safe Harbor,7,32802.26,None,None,Standard,17,Divorced
E00458,66,61 - 70,Female,On-site,IT,Systems Administrator,148317,None,0,0.0,Premium,None,Standard,19,Divorced
E00459,58,51 - 60,Female,Hybrid,Engineering,Lead Engineer,97064,Roth,6,36903.1,Standard,Premium,Standard,17,Single
